3.886627964675425941e-04,-1.192537019960582039e-03,-1.171714998781680887e-02,2.218836918473244147e-03,7.198959123343229294e-03,8.856516331434249878e-03,1.019461989402770996e+00,-1.221574991941452026e-01,1.014719977974891524e-01
1.327516976743936322e-03,-2.341802930459379716e-03,-1.142363995313644583e-02,-2.512722974643110795e-03,3.840992925688624382e-03,1.126824039965868170e-02,1.020432949066162109e+00,-1.233974024653435031e-01,1.012258976697921614e-01
2.052525058388710022e-03,-6.116692908108234406e-03,-9.459552355110643559e-03,-3.862224053591488925e-03,3.656626911833881464e-03,1.425713021308183497e-02,1.021188974380492942e+00,-1.272629946470260620e-01,1.026531979441642900e-01
2.737530972808599472e-03,-9.001040831208229065e-03,-9.971835650503635406e-03,5.870060063898562518e-03,7.268424145877362165e-03,1.478593982756138195e-02,1.021903038024902344e+00,-1.302381008863449097e-01,1.016077995300292691e-01
2.742893062531948090e-03,-9.958192706108091527e-03,-1.041719038039445704e-02,1.751749962568282734e-02,8.982496336102483922e-03,1.415869966149329966e-02,1.021936058998107910e+00,-1.312862038612365445e-01,1.006335020065307478e-01
1.330037019215524197e-03,-8.580467663705348969e-03,-1.438429020345211203e-02,1.472689025104045868e-02,1.067894045263528824e-02,8.383668027818202972e-03,1.020550012588500755e+00,-1.299998015165328979e-01,9.614244848489761353e-02
-3.669915022328495979e-04,-6.259511224925518036e-03,-1.968247070908546448e-02,1.049374975264072418e-02,9.521738626062870026e-03,1.907058991491794586e-03,1.018877983093261497e+00,-1.277707964181900024e-01,9.032557904720306396e-02
-7.216568919830024242e-04,-2.305442001670598984e-03,-1.958931982517242432e-02,1.147891022264957428e-02,7.313027977943422145e-03,4.132293164730072889e-03,1.018548011779785156e+00,-1.239091977477073531e-01,8.990550041198730469e-02
-1.903602038510144191e-03,1.958976965397596359e-03,-1.587042026221752167e-02,8.531017228960992640e-03,6.596726831048727036e-03,7.871422916650772095e-03,1.017389059066772461e+00,-1.197379007935524264e-01,9.311670064926146073e-02
-4.294252954423428449e-03,3.222457016818224842e-04,-1.274419017136096781e-02,9.196275845170021057e-03,3.339414950460195541e-03,7.842662744224069768e-03,1.015020966529846191e+00,-1.214680001139640808e-01,9.574083983898164230e-02
-2.508177021809388291e-05,-4.128232132643461227e-03,-1.373885013163089752e-02,1.103959046304225922e-02,8.215766865760087967e-04,8.190242573618890590e-03,1.019309997558593528e+00,-1.260118037462234497e-01,9.424991160631181197e-02
5.250841844826937589e-03,-6.242956966161727905e-03,-1.301799993962049484e-02,9.542011655867101497e-03,2.325922017917036143e-03,7.085829041898249712e-03,1.024605989456176758e+00,-1.282197982072830200e-01,9.448053687810896439e-02
